block_number,total_supply,total_deposit,timestamp,time
15749716,4433149181488564403231797,4433149181488564403231797,1665791111,2022-10-14 23:45:11
15756916,4434805158897588644797853,4434805158897588644797853,1665877895,2022-10-15 23:51:35
15764016,4437556872545853958724530,4437556872545853958724530,1665963635,2022-10-16 23:40:35
15771216,4439908913386984292916847,4439908913386984292916847,1666050587,2022-10-17 23:49:47
15778416,4445871883633292204671372,4445871883633292204671372,1666137359,2022-10-18 23:55:59
15785516,4447959268145465159245884,4447959268145465159245884,1666223123,2022-10-19 23:45:23
15792716,4450931310172601270755977,4450931310172601270755977,1666309943,2022-10-20 23:52:23
15799916,4468689244009339209188521,4468689244009339209188521,1666396763,2022-10-21 23:59:23
15807016,4471413377572500020455522,4471413377572500020455522,1666482359,2022-10-22 23:45:59
15814216,4475069405485867428820715,4475069405485867428820715,1666569203,2022-10-23 23:53:23
15821316,4476840266157268746600272,4476840266157268746600272,1666655375,2022-10-24 23:49:35
15828516,4508019362234044661980895,4508019362234044661980895,1666742351,2022-10-25 23:59:11
15835616,4523656263904307543261056,4523656263904307543261056,1666827947,2022-10-26 23:45:47
15842816,4550952861823750929500499,4550952861823750929500499,1666914815,2022-10-27 23:53:35
15849916,4559028808490492285522065,4559028808490492285522065,1667000591,2022-10-28 23:43:11
15857116,4596089370627895989008159,4596089370627895989008159,1667087591,2022-10-29 23:53:11
15864316,4619302533773324684271542,4619302533773324684271542,1667174375,2022-10-30 23:59:35
15871416,4636599503591189245047415,4636599503591189245047415,1667260031,2022-10-31 23:47:11
15878616,4650110533735094320199200,4650110533735094320199200,1667347187,2022-11-01 23:59:47
15885716,4667915556672702218655759,4667915556672702218655759,1667432903,2022-11-02 23:48:23
15892916,4674040186574126166264923,4674040186574126166264923,1667519867,2022-11-03 23:57:47
15900016,4678576421807944255773787,4678576421807944255773787,1667605439,2022-11-04 23:43:59
15907216,4688099725685698612499322,4688099725685698612499322,1667692355,2022-11-05 23:52:35
15914416,4693038500997417479446850,4693038500997417479446850,1667779151,2022-11-06 23:59:11
15921516,4697520520234398786706547,4697520520234398786706547,1667864735,2022-11-07 23:45:35
15928716,4702745559083779525943548,4702745559083779525943548,1667951555,2022-11-08 23:52:35
15935816,4705292319058143933256858,4705292319058143933256858,1668037403,2022-11-09 23:43:23
15943016,4711600553724476399929316,4711600553724476399929316,1668124271,2022-11-10 23:51:11
15950116,4714370714520235302677457,4714370714520235302677457,1668210059,2022-11-11 23:40:59
15957316,4718879646637051425544803,4718879646637051425544803,1668296843,2022-11-12 23:47:23
15964516,4722232344061689223717985,4722232344061689223717985,1668383579,2022-11-13 23:52:59
15971716,4727223713202091530461752,4727223713202091530461752,1668470375,2022-11-14 23:59:35
15978816,4731822875845211373939482,4731822875845211373939482,1668556163,2022-11-15 23:49:23
15986016,4736285453875045418646136,4736285453875045418646136,1668643163,2022-11-16 23:59:23
15993116,4741233430847703781447693,4741233430847703781447693,1668728843,2022-11-17 23:47:23
16000316,4745069757124547943716483,4745069757124547943716483,1668815747,2022-11-18 23:55:47
16007416,4749574778092703867822662,4749574778092703867822662,1668901367,2022-11-19 23:42:47
16014616,4753137967257279051332716,4753137967257279051332716,1668988211,2022-11-20 23:50:11
16021816,4756332314609625660843674,4756332314609625660843674,1669075055,2022-11-21 23:57:35
16028916,4759363407850582862841497,4759363407850582862841497,1669160855,2022-11-22 23:47:35
16036016,4761350567317776320864023,4761350567317776320864023,1669246787,2022-11-23 23:39:47
16043216,4763094785615701190287715,4763094785615701190287715,1669333619,2022-11-24 23:46:59
16050416,4764771125976372536251767,4764771125976372536251767,1669420547,2022-11-25 23:55:47
16057516,4767042810820154779951627,4767042810820154779951627,1669506239,2022-11-26 23:43:59
16064716,4768716527940434577076031,4768716527940434577076031,1669593119,2022-11-27 23:51:59
16071916,4770559529186033144157726,4770559529186033144157726,1669679819,2022-11-28 23:56:59
16079016,4772303038832285387100001,4772303038832285387100001,1669765595,2022-11-29 23:46:35
16086216,4774833313697978374501967,4774833313697978374501967,1669852595,2022-11-30 23:56:35
16093316,4777114037547808200532252,4777114037547808200532252,1669938227,2022-12-01 23:43:47
16100516,4778854080407988001892958,4778854080407988001892958,1670025035,2022-12-02 23:50:35
16107716,4780257573381869255151313,4780257573381869255151313,1670111879,2022-12-03 23:57:59
16114816,4781932186886193760419533,4781932186886193760419533,1670197619,2022-12-04 23:46:59
16122016,4783543347549179685565201,4783543347549179685565201,1670284703,2022-12-05 23:58:23
16129116,4785914838552133715743107,4785914838552133715743107,1670370227,2022-12-06 23:43:47
16136216,4787404748536749007597737,4787404748536749007597737,1670456951,2022-12-07 23:49:11
16143416,4789470339612151123775115,4789470339612151123775115,1670543831,2022-12-08 23:57:11
16150516,4791005128270454991912885,4791005128270454991912885,1670629607,2022-12-09 23:46:47
16157716,4792278622098851216912487,4792278622098851216912487,1670716427,2022-12-10 23:53:47
16164816,4793485879468244278696886,4793485879468244278696886,1670802095,2022-12-11 23:41:35
16172016,4795891464299869617466427,4795891464299869617466427,1670889023,2022-12-12 23:50:23
16179116,4798866509980223825772522,4798866509980223825772522,1670974823,2022-12-13 23:40:23
16186316,4801046503209263280202860,4801046503209263280202860,1671061655,2022-12-14 23:47:35
16193516,4802785441619207069293280,4802785441619207069293280,1671148595,2022-12-15 23:56:35
16200616,4807068614503622874186034,4807068614503622874186034,1671234275,2022-12-16 23:44:35
16207816,4813032080525994786999700,4813032080525994786999700,1671321107,2022-12-17 23:51:47
16215016,4814618108943523431732407,4814618108943523431732407,1671407975,2022-12-18 23:59:35
16222116,4816655165157102670523065,4816655165157102670523065,1671493595,2022-12-19 23:46:35
16229316,4818833435478713616949249,4818833435478713616949249,1671580391,2022-12-20 23:53:11
16236416,4820801699577038602182557,4820801699577038602182557,1671666035,2022-12-21 23:40:35
16243616,4822556802745666261215289,4822556802745666261215289,1671752699,2022-12-22 23:44:59
16250816,4824237797729502766837093,4824237797729502766837093,1671839339,2022-12-23 23:48:59
16258016,4825792195148431333650959,4825792195148431333650959,1671926147,2022-12-24 23:55:47
16265116,4826818516855944101065488,4826818516855944101065488,1672011731,2022-12-25 23:42:11
16272316,4828065937491576715630366,4828065937491576715630366,1672098587,2022-12-26 23:49:47
16279516,4829328799115659874587865,4829328799115659874587865,1672185515,2022-12-27 23:58:35
16286616,4832731974340055917733821,4832731974340055917733821,1672271039,2022-12-28 23:43:59
16293816,4836394453496642547204070,4836394453496642547204070,1672357907,2022-12-29 23:51:47
16301016,4837825948729082044227376,4837825948729082044227376,1672444715,2022-12-30 23:58:35
16308116,4839101233174909247316922,4839101233174909247316922,1672530323,2022-12-31 23:45:23
16315316,4840365287221976976994441,4840365287221976976994441,1672617059,2023-01-01 23:50:59
16322516,4845261843261536970196789,4845261843261536970196789,1672703807,2023-01-02 23:56:47
16329616,4846541212601361332989582,4846541212601361332989582,1672789391,2023-01-03 23:43:11
16336816,4848158580856131793616077,4848158580856131793616077,1672876151,2023-01-04 23:49:11
16344016,4849744994900646868210718,4849744994900646868210718,1672963115,2023-01-05 23:58:35
16351116,4851469195169352001755785,4851469195169352001755785,1673048783,2023-01-06 23:46:23
16358316,4853467557947904111518479,4853467557947904111518479,1673135639,2023-01-07 23:53:59
16365416,4855283644514608318101802,4855283644514608318101802,1673221259,2023-01-08 23:40:59
16372616,4858343909843164177231808,4858343909843164177231808,1673308055,2023-01-09 23:47:35
16379816,4860129333888094266572936,4860129333888094266572936,1673394863,2023-01-10 23:54:23
16386916,4862241687156805929797631,4862241687156805929797631,1673480603,2023-01-11 23:43:23
16394116,4865097489644675017372717,4865097489644675017372717,1673567531,2023-01-12 23:52:11
16401316,4867439577138206486915016,4867439577138206486915016,1673654387,2023-01-13 23:59:47
16408416,4871298848609686205255779,4871298848609686205255779,1673739947,2023-01-14 23:45:47
16415616,4874038141406140983869885,4874038141406140983869885,1673826995,2023-01-15 23:56:35
16422716,4879286933706960842329718,4879286933706960842329718,1673912675,2023-01-16 23:44:35
16429916,4882385345370442972565529,4882385345370442972565529,1673999423,2023-01-17 23:50:23
16437116,4885087715624131358605634,4885087715624131358605634,1674086243,2023-01-18 23:57:23
16444216,4909638008770660027659210,4909638008770660027659210,1674171923,2023-01-19 23:45:23
16451416,4912563617108315543244303,4912563617108315543244303,1674258707,2023-01-20 23:51:47
16458616,4915752839425292142116148,4915752839425292142116148,1674345551,2023-01-21 23:59:11
16465716,4917751091271203254398723,4917751091271203254398723,1674431231,2023-01-22 23:47:11
16472916,4983619635250443111741519,4983619635250443111741519,1674518051,2023-01-23 23:54:11
16480016,4987484199450192675078126,4987484199450192675078126,1674603659,2023-01-24 23:40:59
16487216,4990183481719383594837875,4990183481719383594837875,1674690563,2023-01-25 23:49:23
16494416,4992774801285688599884329,4992774801285688599884329,1674777371,2023-01-26 23:56:11
16501516,4995927754375586781277756,4995927754375586781277756,1674863135,2023-01-27 23:45:35
16508716,4998928405056454466298132,4998928405056454466298132,1674949907,2023-01-28 23:51:47
16515916,5007770369192867921389263,5007770369192867921389263,1675036799,2023-01-29 23:59:59
16523016,5013361618165142306930286,5013361618165142306930286,1675122383,2023-01-30 23:46:23
16530216,5023059405504397791527090,5023059405504397791527090,1675209227,2023-01-31 23:53:47
16537316,5025341681535214694515333,5025341681535214694515333,1675294919,2023-02-01 23:41:59
16544516,5033116090403695818628837,5033116090403695818628837,1675382027,2023-02-02 23:53:47
16551616,5035924731797109899142142,5035924731797109899142142,1675467791,2023-02-03 23:43:11
16558816,5048693440771851129263160,5048693440771851129263160,1675554695,2023-02-04 23:51:35
16566016,5056681692164116477565846,5056681692164116477565846,1675641527,2023-02-05 23:58:47
16573116,5058509135402386638136840,5058509135402386638136840,1675727111,2023-02-06 23:45:11
16580316,5061630661144463765059374,5061630661144463765059374,1675814147,2023-02-07 23:55:47
16587416,5069377167423541875312171,5069377167423541875312171,1675900079,2023-02-08 23:47:59
16594616,5073184743292051044658962,5073184743292051044658962,1675987019,2023-02-09 23:56:59
16601716,5077954280070672090048487,5077954280070672090048487,1676072603,2023-02-10 23:43:23
16608916,5091968998991458176338022,5091968998991458176338022,1676159495,2023-02-11 23:51:35
16616016,5096405229686092163947299,5096405229686092163947299,1676245211,2023-02-12 23:40:11
16623216,5099277294935117662097771,5099277294935117662097771,1676332103,2023-02-13 23:48:23
16630416,5108507382781393637242432,5108507382781393637242432,1676419127,2023-02-14 23:58:47
16637516,5119566652334645382371048,5119566652334645382371048,1676504903,2023-02-15 23:48:23
16644716,5133981389020575391927221,5133981389020575391927221,1676591807,2023-02-16 23:56:47
16651816,5141750372610979041497759,5141750372610979041497759,1676678243,2023-02-17 23:57:23
16658916,5149041185233944149624041,5149041185233944149624041,1676764535,2023-02-18 23:55:35
16666016,5162633673934910367183665,5162633673934910367183665,1676850719,2023-02-19 23:51:59
16673116,5170788365314980744718156,5170788365314980744718156,1676936783,2023-02-20 23:46:23
16680216,5182162805465272737635139,5182162805465272737635139,1677022967,2023-02-21 23:42:47
16687316,5199393972346831880959741,5199393972346831880959741,1677109439,2023-02-22 23:43:59
16694416,5202710799135156311815580,5202710799135156311815580,1677195611,2023-02-23 23:40:11
16701516,5206810546904143999723313,5206810546904143999723313,1677282215,2023-02-24 23:43:35
16708616,5402223978855411913700350,5402223978855411913700350,1677368459,2023-02-25 23:40:59
16715816,5469545492839748120986146,5469545492839748120986146,1677455843,2023-02-26 23:57:23
16722916,5638406982276850155629911,5638406982276850155629911,1677541847,2023-02-27 23:50:47
16730016,5669571375244140392813903,5669571375244140392813903,1677628127,2023-02-28 23:48:47
16737116,5675517995658584321606423,5675517995658584321606423,1677714299,2023-03-01 23:44:59
16744216,5701653475957645401305333,5701653475957645401305333,1677800735,2023-03-02 23:45:35
16751316,5707833650548722658755026,5707833650548722658755026,1677887135,2023-03-03 23:45:35
16758416,5715257346246098900414924,5715257346246098900414924,1677973439,2023-03-04 23:43:59
16765516,5717178332368663366489397,5717178332368663366489397,1678059599,2023-03-05 23:39:59
16772716,5722935821382919136985961,5722935821382919136985961,1678147067,2023-03-06 23:57:47
16779816,5728477689280944843474460,5728477689280944843474460,1678233275,2023-03-07 23:54:35
16786916,5737787894068874758116548,5737787894068874758116548,1678319615,2023-03-08 23:53:35
16794016,5765921675738232555706084,5765921675738232555706084,1678405847,2023-03-09 23:50:47
16801116,5770395358684116022820981,5770395358684116022820981,1678492463,2023-03-10 23:54:23
16808216,5777572999754724532707689,5777572999754724532707689,1678578707,2023-03-11 23:51:47
16815316,5782050785563885622976174,5782050785563885622976174,1678664987,2023-03-12 23:49:47
16822416,5789239226013736073500263,5789239226013736073500263,1678751087,2023-03-13 23:44:47
16829516,5793361926713067867575859,5793361926713067867575859,1678837271,2023-03-14 23:41:11
16836616,5798023924906445512986507,5798023924906445512986507,1678923671,2023-03-15 23:41:11
16843816,5803177768387055403651292,5803177768387055403651292,1679011043,2023-03-16 23:57:23
16850916,5809515754736114418223846,5809515754736114418223846,1679097251,2023-03-17 23:54:11
16858016,5814033165916157383166052,5814033165916157383166052,1679183399,2023-03-18 23:49:59
16865116,5818953201043545934545186,5818953201043545934545186,1679269619,2023-03-19 23:46:59
16872216,5835295477434712112971074,5835295477434712112971074,1679355647,2023-03-20 23:40:47
16879416,5838880437065822094081026,5838880437065822094081026,1679443055,2023-03-21 23:57:35
16886516,5844772471724902526293028,5844772471724902526293028,1679529167,2023-03-22 23:52:47
16893616,5853645305221327467443641,5853645305221327467443641,1679615507,2023-03-23 23:51:47
16900716,5857837799220449735096211,5857837799220449735096211,1679701667,2023-03-24 23:47:47
16907816,5864883972093596276534492,5864883972093596276534492,1679787779,2023-03-25 23:42:59
16915016,5866937609559051178822551,5866937609559051178822551,1679875139,2023-03-26 23:58:59
16922116,5873552000733349361203649,5873552000733349361203649,1679961347,2023-03-27 23:55:47
16929216,5878953715747260985073609,5878953715747260985073609,1680047627,2023-03-28 23:53:47
16936316,5882536525042585352673111,5882536525042585352673111,1680133859,2023-03-29 23:50:59
16943416,5886210841612633397692962,5886210841612633397692962,1680220031,2023-03-30 23:47:11
16950516,5894410547833002541007801,5894410547833002541007801,1680306143,2023-03-31 23:42:23
16957716,5899118224866977902614223,5899118224866977902614223,1680393599,2023-04-01 23:59:59
16964716,5901258542527238704064579,5901258542527238704064579,1680478811,2023-04-02 23:40:11
16971816,5907288591409957764528945,5907288591409957764528945,1680565451,2023-04-03 23:44:11
16978816,5911521182054228514645375,5911521182054228514645375,1680651623,2023-04-04 23:40:23
16985916,5916056245439492745832873,5916056245439492745832873,1680738719,2023-04-05 23:51:59
16992916,5918990332056318382285875,5918990332056318382285875,1680825143,2023-04-06 23:52:23
16999916,5921256604114305863785375,5921256604114305863785375,1680910859,2023-04-07 23:40:59
17007016,5928914374041602867638342,5928914374041602867638342,1680997739,2023-04-08 23:48:59
17014116,5931380554983732030709914,5931380554983732030709914,1681084799,2023-04-09 23:59:59
17021116,5933357029320612421425149,5933357029320612421425149,1681170371,2023-04-10 23:46:11
17028216,5937838559818960528513259,5937838559818960528513259,1681257299,2023-04-11 23:54:59
17035216,5940248027066701771576540,5940248027066701771576540,1681343423,2023-04-12 23:50:23
17041716,5949611610484907802283698,5949611610484907802283698,1681429799,2023-04-13 23:49:59
17048716,5966526597282769484304347,5966526597282769484304347,1681516115,2023-04-14 23:48:35
17055716,5977846790449563838639888,5977846790449563838639888,1681602263,2023-04-15 23:44:23
17062816,6005473910139256145934884,6005473910139256145934884,1681689395,2023-04-16 23:56:35
17069816,6021987466330594969220412,6021987466330594969220412,1681774979,2023-04-17 23:42:59
17076916,6045084295367039153011726,6045084295367039153011726,1681861799,2023-04-18 23:49:59
17084016,6066832737762298809098883,6066832737762298809098883,1681948427,2023-04-19 23:53:47
17091016,6076364152498208590663434,6076364152498208590663434,1682034479,2023-04-20 23:47:59
17098116,6090308575030716939623425,6090308575030716939623425,1682120915,2023-04-21 23:48:35
17105216,6111218829254279637791429,6111218829254279637791429,1682206871,2023-04-22 23:41:11
17112416,6120520982774761261822909,6120520982774761261822909,1682294111,2023-04-23 23:55:11
17119516,6140322197688125702432472,6140322197688125702432472,1682380127,2023-04-24 23:48:47
17126616,6155404800653643989918401,6155404800653643989918401,1682466227,2023-04-25 23:43:47
17133816,6167482871763374335532479,6167482871763374335532479,1682553563,2023-04-26 23:59:23
17134916,6168276706579755450764623,6168276706579755450764623,1682566919,2023-04-27 03:41:59
